,Player,Age,Service Time,Contract,AAV,2022,2023,2024,2025,2026,2027,2028
0,Manny Machado,32.7,9.056,10300201928,30000000,32000000,32000000,32000000,32000000,32000000,32000000,32000000
1,Yu Darvish,38.6,10.000,6129201823,21000000,20000000,19000000,FREE AGENT,,,,
2,Fernando Tatis Jr.,26.2,3.000,14338251202134202223,16946625,4203297,7476191,11714286,20714286,20714286,25714286,25714286
3,Wil Myers,34.3,8.104,683201722,13833333,22500000,20000000,,,,,
4,Blake Snell,32.3,5.072,550201923,10000000,13100000,16600000,FREE AGENT,,,,
5,Joe Musgrove,32.3,5.063,1862520225100202327,8625000,8625000,20000000,20000000,20000000,20000000,20000000,FREE AGENT
6,Drew Pomeranz,36.3,9.013,434202023,8500000,10000000,10000000,FREE AGENT,,,,
7,Ha-Seong Kim,29.4,1.000,428202124,7000000,6000000,7000000,8000000,8000000,,,
8,Jurickson Profar,32.1,7.165,320202122,6666667,6500000,7500000,10000000,,,,
9,Nick Martinez,34.6,3.002,42552022,6375000,6000000,6500000,6500000,6500000,,,
10,Mike Clevinger,34.3,5.033,2115202122,5750000,8000000,FREE AGENT,,,,,
11,Robert Suarez,34.1,,2112022,5500000,6000000,5000000,,,,,
12,Craig Stammen,41.0,10.160,312202022,4000000,4000000,FREE AGENT,,,,,
13,Luis García,38.2,6.077,27202223,3500000,3250000,3750000,FREE AGENT,,,,
14,Pierce Johnson,33.9,2.137,37202022,3000000,3000000,FREE AGENT,,,,,
15,Brandon Drury,32.6,5.001,19002022,900000,900000,FREE AGENT,,,,,
